parcellation,scale,spintype,netclass,network,zscore,pval
atl-schaefer2018,300Parcels7Networks,hungarian,yeo,somatomotor,2.540404059894865,0.004399560043995601
atl-schaefer2018,300Parcels7Networks,hungarian,yeo,dorsal attention,0.16534243932122794,0.8832116788321168
atl-schaefer2018,300Parcels7Networks,hungarian,yeo,ventral attention,-1.5812012221727483,0.12038796120387961
atl-schaefer2018,300Parcels7Networks,hungarian,yeo,limbic,-1.4679967684145503,0.13838616138386162
atl-schaefer2018,300Parcels7Networks,hungarian,yeo,frontoparietal,-2.5710641047605636,0.009499050094990502
atl-schaefer2018,300Parcels7Networks,hungarian,yeo,default mode,-2.5319005861287223,0.011198880111988802
atl-schaefer2018,300Parcels7Networks,baum,yeo,visual,1.8479915328929286,0.04989501049895011
atl-schaefer2018,300Parcels7Networks,baum,yeo,somatomotor,2.316165768287509,0.014298570142985701
atl-schaefer2018,300Parcels7Networks,baum,yeo,dorsal attention,0.3827413265856221,0.7454254574542546
atl-schaefer2018,300Parcels7Networks,baum,yeo,ventral attention,-1.0759930677478722,0.2927707229277072
atl-schaefer2018,300Parcels7Networks,baum,yeo,limbic,-1.2674092843956974,0.20217978202179782
atl-schaefer2018,300Parcels7Networks,baum,yeo,frontoparietal,-1.99817294048748,0.04889511048895111
atl-schaefer2018,300Parcels7Networks,baum,yeo,default mode,-2.037856203305728,0.0448955104489551
atl-schaefer2018,300Parcels7Networks,cornblath,yeo,visual,1.8690353549673864,0.04839516048395161
atl-schaefer2018,300Parcels7Networks,cornblath,yeo,somatomotor,2.355842807967587,0.0124987501249875
atl-schaefer2018,300Parcels7Networks,cornblath,yeo,dorsal attention,0.38814286373291157,0.7406259374062594
atl-schaefer2018,300Parcels7Networks,cornblath,yeo,ventral attention,-1.1151676859032138,0.273972602739726
atl-schaefer2018,300Parcels7Networks,cornblath,yeo,limbic,-1.3071469358635524,0.18738126187381263
atl-schaefer2018,300Parcels7Networks,cornblath,yeo,frontoparietal,-2.079117594950971,0.041195880411958805
atl-schaefer2018,300Parcels7Networks,cornblath,yeo,default mode,-2.137936569978708,0.0354964503549645
atl-schaefer2018,300Parcels7Networks,burt2018,yeo,visual,2.523153641007209,0.006399360063993601
atl-schaefer2018,300Parcels7Networks,burt2018,yeo,somatomotor,3.220574802858646,0.0013998600139986002
atl-schaefer2018,300Parcels7Networks,burt2018,yeo,dorsal attention,0.15771416262992752,0.8814118588141185
atl-schaefer2018,300Parcels7Networks,burt2018,yeo,ventral attention,-1.872253346766905,0.05929407059294071
atl-schaefer2018,300Parcels7Networks,burt2018,yeo,limbic,-3.687144204167376,0.0014998500149985001
atl-schaefer2018,300Parcels7Networks,burt2018,yeo,frontoparietal,-3.823416991708502,0.00029997000299970003
atl-schaefer2018,300Parcels7Networks,burt2018,yeo,default mode,-2.5547516711261,0.0025997400259974
atl-schaefer2018,300Parcels7Networks,burt2020,yeo,visual,2.347269379378966,0.014698530146985302
atl-schaefer2018,300Parcels7Networks,burt2020,yeo,somatomotor,3.030834068643051,0.0011998800119988001
atl-schaefer2018,300Parcels7Networks,burt2020,yeo,dorsal attention,0.25829801584212414,0.8005199480051994
atl-schaefer2018,300Parcels7Networks,burt2020,yeo,ventral attention,-1.9424587613601865,0.051794820517948204
atl-schaefer2018,300Parcels7Networks,burt2020,yeo,limbic,-1.9800764960761248,0.046995300469953004
atl-schaefer2018,300Parcels7Networks,burt2020,yeo,frontoparietal,-3.0057166304461362,0.000999900009999
atl-schaefer2018,300Parcels7Networks,burt2020,yeo,default mode,-3.2334367564180573,0.0008999100089991
atl-schaefer2018,300Parcels7Networks,moran,yeo,visual,1.6647720600977145,0.1070892910708929
atl-schaefer2018,300Parcels7Networks,moran,yeo,somatomotor,1.7656357084502827,0.0430956904309569
atl-schaefer2018,300Parcels7Networks,moran,yeo,dorsal attention,0.19479167583379406,0.851014898510149
atl-schaefer2018,300Parcels7Networks,moran,yeo,ventral attention,-1.8332165809792047,0.06669333066693331
atl-schaefer2018,300Parcels7Networks,moran,yeo,limbic,-2.3854275170689103,0.014998500149985002
atl-schaefer2018,300Parcels7Networks,moran,yeo,frontoparietal,-1.5751630717624145,0.0943905609439056
atl-schaefer2018,300Parcels7Networks,moran,yeo,default mode,-1.5195086384034868,0.05349465053494651
atl-schaefer2018,300Parcels7Networks,naive-para,yeo,visual,0.9487927465876885,1.4814085112688886e-16
atl-schaefer2018,300Parcels7Networks,naive-para,yeo,somatomotor,0.8729789348760295,4.347293531819129e-13
atl-schaefer2018,300Parcels7Networks,naive-para,yeo,dorsal attention,0.06259337594685026,0.24992133785458653
atl-schaefer2018,300Parcels7Networks,naive-para,yeo,ventral attention,-0.4347178782375528,3.1894192657114765e-09
atl-schaefer2018,300Parcels7Networks,naive-para,yeo,limbic,-0.9079254472228859,3.648161427196818e-07
atl-schaefer2018,300Parcels7Networks,naive-para,yeo,frontoparietal,-0.6929183710620387,0.00046504464661690603
atl-schaefer2018,300Parcels7Networks,naive-para,yeo,default mode,-0.5268467869519413,3.261791072988703e-06
atl-schaefer2018,400Parcels7Networks,naive-nonpara,yeo,visual,7.785771990786549,9.999000099990002e-05
atl-schaefer2018,400Parcels7Networks,naive-nonpara,yeo,somatomotor,8.429443809662951,9.999000099990002e-05
atl-schaefer2018,400Parcels7Networks,naive-nonpara,yeo,dorsal attention,0.5201339920048182,0.5996400359964004
atl-schaefer2018,400Parcels7Networks,naive-nonpara,yeo,ventral attention,-3.425178779259709,0.0006999300069993001
atl-schaefer2018,400Parcels7Networks,naive-nonpara,yeo,limbic,-4.759532919587774,9.999000099990002e-05
atl-schaefer2018,400Parcels7Networks,naive-nonpara,yeo,frontoparietal,-4.7259199541403625,9.999000099990002e-05
atl-schaefer2018,400Parcels7Networks,naive-nonpara,yeo,default mode,-5.803555993789519,9.999000099990002e-05
atl-schaefer2018,400Parcels7Networks,vazquez-rodriguez,yeo,visual,1.771674664843795,0.06569343065693431
atl-schaefer2018,400Parcels7Networks,vazquez-rodriguez,yeo,somatomotor,2.2151561244364206,0.021397860213978603
atl-schaefer2018,400Parcels7Networks,vazquez-rodriguez,yeo,dorsal attention,0.42727267665653196,0.7170282971702829
atl-schaefer2018,400Parcels7Networks,vazquez-rodriguez,yeo,ventral attention,-1.0571538580917548,0.2863713628637136
atl-schaefer2018,400Parcels7Networks,vazquez-rodriguez,yeo,limbic,-1.1984766879378403,0.22077792220777923
atl-schaefer2018,400Parcels7Networks,vazquez-rodriguez,yeo,frontoparietal,-1.5244066023272966,0.12888711128887112
atl-schaefer2018,400Parcels7Networks,vazquez-rodriguez,yeo,default mode,-1.653995951301756,0.09569043095690431
atl-schaefer2018,400Parcels7Networks,vasa,yeo,visual,2.113254846145371,0.010798920107989201
atl-schaefer2018,400Parcels7Networks,vasa,yeo,somatomotor,2.6585192116834,0.0012998700129987
atl-schaefer2018,400Parcels7Networks,vasa,yeo,dorsal attention,0.13656012778535423,0.9081091890810918
atl-schaefer2018,400Parcels7Networks,vasa,yeo,ventral attention,-1.9497755362101592,0.053394660533946606
atl-schaefer2018,400Parcels7Networks,vasa,yeo,limbic,-1.4415732729288313,0.1486851314868513
atl-schaefer2018,400Parcels7Networks,vasa,yeo,frontoparietal,-2.6635045088530456,0.0052994700529947
atl-schaefer2018,400Parcels7Networks,vasa,yeo,default mode,-2.7870225486937,0.0057994200579942
atl-schaefer2018,400Parcels7Networks,hungarian,yeo,visual,1.9830851749287215,0.0221977802219778
atl-schaefer2018,400Parcels7Networks,hungarian,yeo,somatomotor,2.5688232247558593,0.0028997100289971
atl-schaefer2018,400Parcels7Networks,hungarian,yeo,dorsal attention,0.17332617203750672,0.8866113388661134
atl-schaefer2018,400Parcels7Networks,hungarian,yeo,ventral attention,-1.8371144322887303,0.07019298070192981
atl-schaefer2018,400Parcels7Networks,hungarian,yeo,limbic,-1.4779902718375753,0.13188681131886812
atl-schaefer2018,400Parcels7Networks,hungarian,yeo,frontoparietal,-2.4652764625129833,0.014598540145985401
atl-schaefer2018,400Parcels7Networks,hungarian,yeo,default mode,-2.5685751727312467,0.012198780121987801
atl-schaefer2018,400Parcels7Networks,baum,yeo,visual,1.7610417528840736,0.06059394060593941
atl-schaefer2018,400Parcels7Networks,baum,yeo,somatomotor,2.247797124611766,0.0201979802019798
atl-schaefer2018,400Parcels7Networks,baum,yeo,dorsal attention,0.3438077439056723,0.7791220877912208
atl-schaefer2018,400Parcels7Networks,baum,yeo,ventral attention,-1.3023911448217553,0.20607939206079393
atl-schaefer2018,400Parcels7Networks,baum,yeo,limbic,-1.2857856245775272,0.1952804719528047
atl-schaefer2018,400Parcels7Networks,baum,yeo,frontoparietal,-1.8431473207564086,0.067993200679932
atl-schaefer2018,400Parcels7Networks,baum,yeo,default mode,-2.0406652601518807,0.040995900409959006
atl-schaefer2018,400Parcels7Networks,cornblath,yeo,visual,1.7791940802441912,0.05799420057994201
atl-schaefer2018,400Parcels7Networks,cornblath,yeo,somatomotor,2.2824730745436033,0.016298370162983702
atl-schaefer2018,400Parcels7Networks,cornblath,yeo,dorsal attention,0.3485589940981613,0.7766223377662234
atl-schaefer2018,400Parcels7Networks,cornblath,yeo,ventral attention,-1.345030461151079,0.1977802219778022
atl-schaefer2018,400Parcels7Networks,cornblath,yeo,limbic,-1.3139165899596927,0.18098190180981902
atl-schaefer2018,400Parcels7Networks,cornblath,yeo,frontoparietal,-1.8980594766380499,0.062493750624937505
atl-schaefer2018,400Parcels7Networks,cornblath,yeo,default mode,-2.1027896035455234,0.0352964703529647
atl-schaefer2018,400Parcels7Networks,burt2018,yeo,visual,3.731443598352134,0.00019998000199980003
atl-schaefer2018,400Parcels7Networks,burt2018,yeo,somatomotor,2.403016383998694,0.00029997000299970003
atl-schaefer2018,400Parcels7Networks,burt2018,yeo,dorsal attention,0.3948794785523074,0.8307169283071693
atl-schaefer2018,400Parcels7Networks,burt2018,yeo,ventral attention,-1.5297685652928674,0.05299470052994701
atl-schaefer2018,400Parcels7Networks,burt2018,yeo,limbic,-4.403434464571561,0.00029997000299970003
atl-schaefer2018,400Parcels7Networks,burt2018,yeo,frontoparietal,-1.466025359774358,0.1847815218478152
atl-schaefer2018,400Parcels7Networks,burt2018,yeo,default mode,-2.963708217039016,0.0004999500049995
atl-schaefer2018,400Parcels7Networks,burt2020,yeo,visual,2.4340369726924758,0.012098790120987902
atl-schaefer2018,400Parcels7Networks,burt2020,yeo,somatomotor,3.263542864705134,0.00039996000399960006
atl-schaefer2018,400Parcels7Networks,burt2020,yeo,dorsal attention,0.2722240491097464,0.7897210278972103
atl-schaefer2018,400Parcels7Networks,burt2020,yeo,ventral attention,-2.298199657330447,0.022297770222977704
atl-schaefer2018,400Parcels7Networks,burt2020,yeo,limbic,-2.085583233628848,0.036696330366963306
atl-schaefer2018,400Parcels7Networks,burt2020,yeo,frontoparietal,-2.9559727149013257,0.0025997400259974
atl-schaefer2018,400Parcels7Networks,burt2020,yeo,default mode,-3.203688908459053,0.0006999300069993001
atl-schaefer2018,400Parcels7Networks,moran,yeo,visual,1.358972070431325,0.2191780821917808
atl-schaefer2018,400Parcels7Networks,moran,yeo,somatomotor,2.5994367012748842,0.0010998900109989002
atl-schaefer2018,400Parcels7Networks,moran,yeo,dorsal attention,0.2347693317007392,0.8286171382861713
atl-schaefer2018,400Parcels7Networks,moran,yeo,ventral attention,-1.755878012289885,0.07679232076792321
atl-schaefer2018,400Parcels7Networks,moran,yeo,limbic,-1.9347701145154854,0.043795620437956206
atl-schaefer2018,400Parcels7Networks,moran,yeo,frontoparietal,-2.271759622771797,0.0091990800919908
atl-schaefer2018,400Parcels7Networks,moran,yeo,default mode,-1.574711357686156,0.055894410558944105
atl-schaefer2018,400Parcels7Networks,naive-para,yeo,visual,0.919090730718497,2.3256050972035683e-19
atl-schaefer2018,400Parcels7Networks,naive-para,yeo,somatomotor,0.8610674725166313,2.797685740022816e-15
atl-schaefer2018,400Parcels7Networks,naive-para,yeo,dorsal attention,0.07236038822592752,0.14728395687617393
atl-schaefer2018,400Parcels7Networks,naive-para,yeo,ventral attention,-0.47200151242269667,6.470645329091139e-11
atl-schaefer2018,400Parcels7Networks,naive-para,yeo,limbic,-0.8938082172407124,7.927606545083687e-08
atl-schaefer2018,400Parcels7Networks,naive-para,yeo,frontoparietal,-0.6063786432828467,0.00013649663394486083
atl-schaefer2018,400Parcels7Networks,naive-para,yeo,default mode,-0.5356102597051539,1.712881435767481e-07
atl-schaefer2018,500Parcels7Networks,naive-nonpara,yeo,visual,8.282219672177654,9.999000099990002e-05
atl-schaefer2018,500Parcels7Networks,naive-nonpara,yeo,somatomotor,9.21218538881028,9.999000099990002e-05
atl-schaefer2018,500Parcels7Networks,naive-nonpara,yeo,dorsal attention,0.8257274167952936,0.40475952404759524
atl-schaefer2018,500Parcels7Networks,naive-nonpara,yeo,ventral attention,-3.6627469712934295,0.00039996000399960006
atl-schaefer2018,500Parcels7Networks,naive-nonpara,yeo,limbic,-5.173178900483402,9.999000099990002e-05
atl-schaefer2018,500Parcels7Networks,naive-nonpara,yeo,frontoparietal,-5.172670909633264,9.999000099990002e-05
atl-schaefer2018,500Parcels7Networks,naive-nonpara,yeo,default mode,-6.142655496476902,9.999000099990002e-05
atl-schaefer2018,500Parcels7Networks,vazquez-rodriguez,yeo,visual,1.7369428833371923,0.0746925307469253
atl-schaefer2018,500Parcels7Networks,vazquez-rodriguez,yeo,somatomotor,2.2506976640968306,0.020097990200979902
atl-schaefer2018,500Parcels7Networks,vazquez-rodriguez,yeo,dorsal attention,0.4782324604379362,0.668033196680332
atl-schaefer2018,500Parcels7Networks,vazquez-rodriguez,yeo,ventral attention,-1.0729208997425577,0.284971502849715
atl-schaefer2018,500Parcels7Networks,vazquez-rodriguez,yeo,limbic,-1.2631846396852313,0.1845815418458154
atl-schaefer2018,500Parcels7Networks,vazquez-rodriguez,yeo,frontoparietal,-1.631634689871488,0.10538946105389461
atl-schaefer2018,500Parcels7Networks,vazquez-rodriguez,yeo,default mode,-1.8004074023185461,0.07169283071692831
atl-schaefer2018,500Parcels7Networks,vasa,yeo,visual,2.0178199618049355,0.031796820317968204
atl-schaefer2018,500Parcels7Networks,vasa,yeo,somatomotor,2.593824612338154,0.0031996800319968005
atl-schaefer2018,500Parcels7Networks,vasa,yeo,dorsal attention,0.24046675143162752,0.84001599840016
atl-schaefer2018,500Parcels7Networks,vasa,yeo,ventral attention,-1.8285321880238044,0.07279272072792721
atl-schaefer2018,500Parcels7Networks,vasa,yeo,limbic,-1.4081573121170354,0.15708429157084292
atl-schaefer2018,500Parcels7Networks,vasa,yeo,frontoparietal,-2.597304001695027,0.0046995300469953
atl-schaefer2018,500Parcels7Networks,vasa,yeo,default mode,-2.708851721557631,0.0081991800819918
atl-schaefer2018,500Parcels7Networks,hungarian,yeo,visual,1.9156934297570536,0.04329567043295671
atl-schaefer2018,500Parcels7Networks,hungarian,yeo,somatomotor,2.5378250816568517,0.0037996200379962005
atl-schaefer2018,500Parcels7Networks,hungarian,yeo,dorsal attention,0.26860770107617504,0.8266173382661733
atl-schaefer2018,500Parcels7Networks,hungarian,yeo,ventral attention,-1.6838543976383837,0.1024897510248975
atl-schaefer2018,500Parcels7Networks,hungarian,yeo,limbic,-1.449030079087011,0.12858714128587143
atl-schaefer2018,500Parcels7Networks,hungarian,yeo,frontoparietal,-2.406571182005533,0.0150984901509849
atl-schaefer2018,500Parcels7Networks,hungarian,yeo,default mode,-2.5603602769839733,0.0117988201179882
atl-schaefer2018,500Parcels7Networks,baum,yeo,visual,1.7692798655258677,0.062193780621937804
atl-schaefer2018,500Parcels7Networks,baum,yeo,somatomotor,2.338968606270035,0.013798620137986202
atl-schaefer2018,500Parcels7Networks,baum,yeo,dorsal attention,0.37737378492996293,0.7571242875712428
atl-schaefer2018,500Parcels7Networks,baum,yeo,ventral attention,-1.4143896784839871,0.1633836616338366
atl-schaefer2018,500Parcels7Networks,baum,yeo,limbic,-1.4179609721453867,0.1377862213778622
atl-schaefer2018,500Parcels7Networks,baum,yeo,frontoparietal,-2.049698951841254,0.041195880411958805
atl-schaefer2018,500Parcels7Networks,baum,yeo,default mode,-2.3912821801982607,0.015298470152984701
atl-schaefer2018,500Parcels7Networks,cornblath,yeo,visual,1.7801547892710625,0.05849415058494151
atl-schaefer2018,500Parcels7Networks,cornblath,yeo,somatomotor,2.360614232571948,0.0124987501249875
atl-schaefer2018,500Parcels7Networks,cornblath,yeo,dorsal attention,0.38880479681250574,0.7484251574842515
atl-schaefer2018,500Parcels7Networks,cornblath,yeo,ventral attention,-1.4319591303976855,0.16148385161483853
atl-schaefer2018,500Parcels7Networks,cornblath,yeo,limbic,-1.4248390955871577,0.13708629137086292
atl-schaefer2018,500Parcels7Networks,cornblath,yeo,frontoparietal,-2.078882284171458,0.038696130386961305
atl-schaefer2018,500Parcels7Networks,cornblath,yeo,default mode,-2.4216917054659506,0.0143985601439856
atl-schaefer2018,500Parcels7Networks,burt2018,yeo,visual,2.8222395448193396,0.0010998900109989002
atl-schaefer2018,500Parcels7Networks,burt2018,yeo,somatomotor,2.3650408450402005,0.0015998400159984002
atl-schaefer2018,500Parcels7Networks,burt2018,yeo,dorsal attention,0.34613257418377674,0.7315268473152685
atl-schaefer2018,500Parcels7Networks,burt2018,yeo,ventral attention,-0.836703551820536,0.4560543945605439
atl-schaefer2018,500Parcels7Networks,burt2018,yeo,limbic,-4.779975501946445,9.999000099990002e-05
atl-schaefer2018,500Parcels7Networks,burt2018,yeo,frontoparietal,-2.5843572873095306,0.0004999500049995
atl-schaefer2018,500Parcels7Networks,burt2018,yeo,default mode,-3.098957561510436,0.000999900009999
atl-schaefer2018,500Parcels7Networks,burt2020,yeo,visual,2.355830904085553,0.015298470152984701
atl-schaefer2018,500Parcels7Networks,burt2020,yeo,somatomotor,3.2791587184577566,0.0004999500049995
atl-schaefer2018,500Parcels7Networks,burt2020,yeo,dorsal attention,0.39600992177504074,0.6978302169783022
atl-schaefer2018,500Parcels7Networks,burt2020,yeo,ventral attention,-2.142615850594092,0.030896910308969103
atl-schaefer2018,500Parcels7Networks,burt2020,yeo,limbic,-2.0662547609427,0.037896210378962104
atl-schaefer2018,500Parcels7Networks,burt2020,yeo,frontoparietal,-2.8771838288694402,0.0030996900309969004
atl-schaefer2018,500Parcels7Networks,burt2020,yeo,default mode,-3.22373630601961,0.0005999400059994001
atl-schaefer2018,500Parcels7Networks,moran,yeo,visual,1.6967671378295242,0.0938906109389061
atl-schaefer2018,500Parcels7Networks,moran,yeo,somatomotor,1.8396008186234931,0.019598040195980403
atl-schaefer2018,500Parcels7Networks,moran,yeo,dorsal attention,0.2989107842467139,0.77992200779922
atl-schaefer2018,500Parcels7Networks,moran,yeo,ventral attention,-1.9733577343778996,0.042495750424957505
atl-schaefer2018,500Parcels7Networks,moran,yeo,limbic,-2.2854349371837324,0.014998500149985002
atl-schaefer2018,500Parcels7Networks,moran,yeo,frontoparietal,-1.621517328802626,0.07839216078392161
atl-schaefer2018,500Parcels7Networks,moran,yeo,default mode,-1.7903786628865987,0.029597040295970403
atl-schaefer2018,500Parcels7Networks,naive-para,yeo,visual,0.8904721080893157,9.782848417822685e-23
atl-schaefer2018,500Parcels7Networks,naive-para,yeo,somatomotor,0.8442666246562158,2.1573318655254648e-20
atl-schaefer2018,500Parcels7Networks,naive-para,yeo,dorsal attention,0.10256154648219953,0.013635119290651355
atl-schaefer2018,500Parcels7Networks,naive-para,yeo,ventral attention,-0.43917103428924104,2.7984404445950505e-07
atl-schaefer2018,500Parcels7Networks,naive-para,yeo,limbic,-0.8706248376354329,2.914511630921152e-10
atl-schaefer2018,500Parcels7Networks,naive-para,yeo,frontoparietal,-0.5841980252825404,1.6386083129114827e-05
atl-schaefer2018,500Parcels7Networks,naive-para,yeo,default mode,-0.5109433996378713,1.562518339726655e-07
atl-schaefer2018,600Parcels7Networks,naive-nonpara,yeo,visual,9.992272148205384,9.999000099990002e-05
atl-schaefer2018,600Parcels7Networks,naive-nonpara,yeo,somatomotor,9.60428069699688,9.999000099990002e-05
atl-schaefer2018,600Parcels7Networks,naive-nonpara,yeo,dorsal attention,0.6124313500435519,0.5433456654334566
atl-schaefer2018,600Parcels7Networks,naive-nonpara,yeo,ventral attention,-4.271310522922711,0.00019998000199980003
atl-schaefer2018,600Parcels7Networks,naive-nonpara,yeo,limbic,-6.097685686922632,9.999000099990002e-05
atl-schaefer2018,600Parcels7Networks,naive-nonpara,yeo,frontoparietal,-6.112866942665036,9.999000099990002e-05
atl-schaefer2018,600Parcels7Networks,naive-nonpara,yeo,default mode,-5.769430034922499,9.999000099990002e-05
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,yeo,visual,1.8364274326436776,0.0628937106289371
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,yeo,somatomotor,2.169961964824763,0.024897510248975102
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,yeo,dorsal attention,0.42443636218075914,0.7230276972302769
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,yeo,ventral attention,-1.1074667051089608,0.27087291270872915
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,yeo,limbic,-1.2903355335899882,0.17268273172682733
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,yeo,frontoparietal,-1.6127854465922111,0.10588941105889411
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,yeo,default mode,-1.3337459462385761,0.18248175182481752
atl-schaefer2018,600Parcels7Networks,vasa,yeo,visual,2.2414751785530656,0.0082991700829917
atl-schaefer2018,600Parcels7Networks,vasa,yeo,somatomotor,2.569714892691017,0.0035996400359964
atl-schaefer2018,600Parcels7Networks,vasa,yeo,dorsal attention,0.14210223380831735,0.9021097890210978
atl-schaefer2018,600Parcels7Networks,vasa,yeo,ventral attention,-2.0139261259905843,0.045995400459954004
atl-schaefer2018,600Parcels7Networks,vasa,yeo,limbic,-1.5312922079774538,0.12858714128587143
atl-schaefer2018,600Parcels7Networks,vasa,yeo,frontoparietal,-2.693653844537871,0.0028997100289971
atl-schaefer2018,600Parcels7Networks,vasa,yeo,default mode,-2.4068032129041237,0.0173982601739826
atl-schaefer2018,600Parcels7Networks,hungarian,yeo,visual,2.1473360020387062,0.013398660133986601
atl-schaefer2018,600Parcels7Networks,hungarian,yeo,somatomotor,2.500095671383209,0.005499450054994501
atl-schaefer2018,600Parcels7Networks,hungarian,yeo,dorsal attention,0.16270227055102887,0.8942105789421058
atl-schaefer2018,600Parcels7Networks,hungarian,yeo,ventral attention,-1.8931625163062975,0.0664933506649335
atl-schaefer2018,600Parcels7Networks,hungarian,yeo,limbic,-1.5857507902406536,0.09919008099190081
atl-schaefer2018,600Parcels7Networks,hungarian,yeo,frontoparietal,-2.5316192886042748,0.0082991700829917
atl-schaefer2018,600Parcels7Networks,hungarian,yeo,default mode,-2.2237588506129184,0.027997200279972004
atl-schaefer2018,600Parcels7Networks,baum,yeo,visual,1.8627129486036966,0.04999500049995
atl-schaefer2018,600Parcels7Networks,baum,yeo,somatomotor,2.2443915474193883,0.018598140185981403
atl-schaefer2018,600Parcels7Networks,baum,yeo,dorsal attention,0.3149613288340037,0.8044195580441956
atl-schaefer2018,600Parcels7Networks,baum,yeo,ventral attention,-1.4935588267420838,0.148985101489851
atl-schaefer2018,600Parcels7Networks,baum,yeo,limbic,-1.4492787791419772,0.12588741125887412
atl-schaefer2018,600Parcels7Networks,baum,yeo,frontoparietal,-2.041959701268939,0.04179582041795821
atl-schaefer2018,600Parcels7Networks,baum,yeo,default mode,-1.8653234209075444,0.06269373062693731
atl-schaefer2018,600Parcels7Networks,cornblath,yeo,visual,1.882499470976611,0.0484951504849515
atl-schaefer2018,600Parcels7Networks,cornblath,yeo,somatomotor,2.2741935344083393,0.017698230176982303
atl-schaefer2018,600Parcels7Networks,cornblath,yeo,dorsal attention,0.3217090130701013,0.8013198680131987
atl-schaefer2018,600Parcels7Networks,cornblath,yeo,ventral attention,-1.5235030590317835,0.13998600139986
atl-schaefer2018,600Parcels7Networks,cornblath,yeo,limbic,-1.4710000999997097,0.12308769123087691
atl-schaefer2018,600Parcels7Networks,cornblath,yeo,frontoparietal,-2.078643205360278,0.036696330366963306
atl-schaefer2018,600Parcels7Networks,cornblath,yeo,default mode,-1.9046093321558548,0.056394360563943605
atl-schaefer2018,600Parcels7Networks,burt2018,yeo,visual,3.2325681426633754,0.0008999100089991
atl-schaefer2018,600Parcels7Networks,burt2018,yeo,somatomotor,2.433641040045341,0.0030996900309969004
atl-schaefer2018,600Parcels7Networks,burt2018,yeo,dorsal attention,0.23588319533490987,0.9386061393860614
atl-schaefer2018,600Parcels7Networks,burt2018,yeo,ventral attention,-1.153752496004654,0.2996700329967003
atl-schaefer2018,600Parcels7Networks,burt2018,yeo,limbic,-3.6062501026797213,0.0017998200179982
atl-schaefer2018,600Parcels7Networks,burt2018,yeo,frontoparietal,-2.5086240938877733,0.0004999500049995
atl-schaefer2018,600Parcels7Networks,burt2018,yeo,default mode,-1.8281307848475477,0.043795620437956206
atl-schaefer2018,600Parcels7Networks,burt2020,yeo,visual,2.6674990956672477,0.0046995300469953
atl-schaefer2018,600Parcels7Networks,burt2020,yeo,somatomotor,3.182030919548912,0.0008999100089991
atl-schaefer2018,600Parcels7Networks,burt2020,yeo,dorsal attention,0.27139774277862483,0.7921207879212079
atl-schaefer2018,600Parcels7Networks,burt2020,yeo,ventral attention,-2.3702519221283693,0.0156984301569843
atl-schaefer2018,600Parcels7Networks,burt2020,yeo,limbic,-2.1711767128549195,0.029197080291970802
atl-schaefer2018,600Parcels7Networks,burt2020,yeo,frontoparietal,-3.109583163659421,0.0011998800119988001
atl-schaefer2018,600Parcels7Networks,burt2020,yeo,default mode,-2.8299003533110607,0.003999600039996
atl-schaefer2018,600Parcels7Networks,moran,yeo,visual,1.6705463999816763,0.09309069093090691
atl-schaefer2018,600Parcels7Networks,moran,yeo,somatomotor,1.8710586237563616,0.0306969303069693
atl-schaefer2018,600Parcels7Networks,moran,yeo,dorsal attention,0.216118115111388,0.8414158584141586
atl-schaefer2018,600Parcels7Networks,moran,yeo,ventral attention,-2.0597115085533586,0.0344965503449655
atl-schaefer2018,600Parcels7Networks,moran,yeo,limbic,-2.3128378376884933,0.0105989401059894
atl-schaefer2018,600Parcels7Networks,moran,yeo,frontoparietal,-1.771539312241256,0.05879412058794121
atl-schaefer2018,600Parcels7Networks,moran,yeo,default mode,-1.489110813477642,0.10288971102889712
atl-schaefer2018,600Parcels7Networks,naive-para,yeo,visual,0.9744244041713354,2.2982665049765051e-32
atl-schaefer2018,600Parcels7Networks,naive-para,yeo,somatomotor,0.8145307862435461,1.8996837600527648e-20
atl-schaefer2018,600Parcels7Networks,naive-para,yeo,dorsal attention,0.06849870657557729,0.07023479642417885
atl-schaefer2018,600Parcels7Networks,naive-para,yeo,ventral attention,-0.47022200016946714,2.3803877704367245e-10
atl-schaefer2018,600Parcels7Networks,naive-para,yeo,limbic,-0.9227337054805163,6.563722877069887e-11
atl-schaefer2018,600Parcels7Networks,naive-para,yeo,frontoparietal,-0.6322149221151924,3.0874908267129663e-06
atl-schaefer2018,600Parcels7Networks,naive-para,yeo,default mode,-0.44584985883053757,1.5467077704742285e-08
atl-schaefer2018,700Parcels7Networks,naive-nonpara,yeo,visual,10.402167240665358,9.999000099990002e-05
atl-schaefer2018,700Parcels7Networks,naive-nonpara,yeo,somatomotor,9.937503933071385,9.999000099990002e-05
atl-schaefer2018,700Parcels7Networks,naive-nonpara,yeo,dorsal attention,0.40286473353146157,0.6838316168383162
atl-schaefer2018,700Parcels7Networks,naive-nonpara,yeo,ventral attention,-3.8232171702129527,0.00029997000299970003
